candidate_source_name,decode,format,height,index,mode,offset,segment_bytes,width
Skidmarks/skid_dark_dirt.tga,ok,DDS,128,100,RGBA,17385344,11136,64
Skidmarks/skid_grass.tga,ok,DDS,64,101,RGBA,17396480,5632,64
Skidmarks/skid_gravel.tga,ok,DDS,64,102,RGBA,17402112,5632,64
Skidmarks/skid_dark_sand.tga,ok,DDS,64,103,RGBA,17407744,5632,64
Skidmarks/skid_dark_grass.tga,ok,DDS,64,104,RGBA,17413376,5632,64
Skidmarks/skid_sand.tga,ok,DDS,64,105,RGBA,17419008,5632,64
Skidmarks/skid_sand_track.tga,ok,DDS,64,106,RGBA,17424640,5632,64
Skidmarks/skid_mud.tga,ok,DDS,64,107,RGBA,17430272,5632,64
Skidmarks/skid_slush.tga,ok,DDS,64,108,RGBA,17435904,5632,64
Skidmarks/skid_snow.tga,ok,DDS,64,109,RGBA,17441536,5632,64
Skidmarks/skid_snow_grass.tga,ok,DDS,256,110,RGBA,17447168,43904,256
Skidmarks/skid_tarmac.tga,ok,DDS,32,111,RGBA,17491072,1536,64
FenceBorders/armco.tga,ok,DDS,64,112,RGBA,17492608,5632,128
FenceBorders/sponsor.tga,ok,DDS,256,113,RGBA,17498240,87552,256
FenceBorders/plain_wall.tga,ok,DDS,512,114,RGBA,17585792,174976,512
FenceBorders/chainfence.tga,ok,DDS,512,115,RGBA,17760768,174976,512
Detail/tarmac_detail_1.tga,ok,DDS,512,116,RGBA,17935744,174976,512
Detail/dirt_detail_1.tga,ok,DDS,512,117,RGBA,18110720,174976,512
Detail/dirt_detail_2.tga,ok,DDS,512,118,RGBA,18285696,174976,512
Detail/rock_detail_1.psd,ok,DDS,512,119,RGBA,18460672,174976,512
Detail/gravel_detail_1.tga,ok,DDS,512,120,RGBA,18635648,174976,512
Detail/gravel_detail_2.tga,ok,DDS,512,121,RGBA,18810624,174976,512
Detail/gravel_detail_3.psd,ok,DDS,512,122,RGBA,18985600,174976,512
Detail/mud_detail_1.tga,ok,DDS,512,123,RGBA,19160576,174976,512
